STATE,YEAR,POPULATION
Nevada,1998," 1,743,772 "
New Hampshire,1998," 1,743,772 "
New Jersey,1998," 8,095,542 "
New Mexico,1998," 8,095,542 "
New York,1998," 18,159,175 "
North Carolina,1998," 7,545,828 "
North Dakota,1998," 637,808 "
Ohio,1998," 11,237,752 "
Oklahoma,1998," 3,339,478 "
Oregon,1998," 3,282,055 "
Pennsylvania,1998," 12,002,329 "
Rhode Island,1998," 987,704 "
South Carolina,1998," 3,839,578 "
South Dakota,1998," 730,789 "
Tennessee,1998," 5,432,679 "
Texas,1998," 19,712,389 "
District of Columbia,1998," 521,426 "
Utah,1998," 2,100,562 "
Vermont,1998," 590,579 "
Virginia,1998," 6,789,225 "
Washington,1998," 5,687,832 "
West Virginia,1998," 1,811,688 "
Wisconsin,1998," 5,222,124 "
Wyoming,1998," 480,045 "
Alaska,1999," 619,500 "
Alabama,1999," 4,369,862 "
Arkansas,1999," 2,551,373 "
Arizona,1999," 4,778,332 "
California,1999," 33,145,121 "
Colorado,1999," 4,056,133 "
Connecticut,1999," 3,282,031 "
Delaware,1999," 753,538 "
Florida,1999," 15,111,244 "
Georgia,1999," 7,788,240 "
Hawaii,1999," 1,185,497 "
Idaho,1999," 1,251,700 "
Illinois,1999," 12,128,370 "
Indiana,1999," 5,942,901 "
Iowa,1999," 2,869,413 "
Kansas,1999," 2,654,052 "
Kentucky,1999," 3,960,825 "
Louisiana,1999," 4,372,035 "
Maine,1999," 1,253,040 "
Maryland,1999," 5,171,634 "
Massachusetts,1999," 6,175,169 "
Michigan,1999," 9,863,775 "
Minnesota,1999," 4,775,508 "
Mississippi,1999," 2,768,619 "
Missouri,1999," 5,468,338 "
Montana,1999," 882,779 "
Nebraska,1999," 1,666,028 "
Nevada,1999," 1,809,253 "
New Hampshire,1999," 1,809,253 "
New Jersey,1999," 8,143,412 "
New Mexico,1999," 8,143,412 "
New York,1999," 18,196,601 "
North Carolina,1999," 7,650,789 "
North Dakota,1999," 633,666 "
Ohio,1999," 11,256,654 "
Oklahoma,1999," 3,358,044 "
Oregon,1999," 3,316,154 "
Pennsylvania,1999," 11,994,016 "
Rhode Island,1999," 990,819 "
South Carolina,1999," 3,885,736 "
South Dakota,1999," 733,133 "
Tennessee,1999," 5,483,535 "
Texas,1999," 20,044,141 "
District of Columbia,1999," 519,000 "
Utah,1999," 2,129,836 "
Vermont,1999," 593,740 "
Virginia,1999," 6,872,912 "
Washington,1999," 5,756,361 "
West Virginia,1999," 1,806,928 "
Wisconsin,1999," 5,250,446 "
Wyoming,1999," 479,602 "
Alaska,2000," 627,963 "
Alabama,2000," 4,452,173 "
Arkansas,2000," 2,678,588 "
Arizona,2000," 5,160,586 "
California,2000," 33,987,977 "
Colorado,2000," 4,326,921 "
Connecticut,2000," 3,411,777 "
Delaware,2000," 786,373 "
Florida,2000," 16,047,515 "
Georgia,2000," 8,227,303 "
Hawaii,2000," 1,213,519 "
Idaho,2000," 1,299,430 "
Illinois,2000," 12,434,161 "
Indiana,2000," 6,091,866 "
Iowa,2000," 2,929,067 "
Kansas,2000," 2,693,681 "
Kentucky,2000," 4,049,021 "
Louisiana,2000," 4,471,885 "
Maine,2000," 1,277,072 "
Maryland,2000," 5,311,034 "
Massachusetts,2000," 6,361,104 "
Michigan,2000," 9,952,450 "
Minnesota,2000," 4,933,692 "
Mississippi,2000," 2,848,353 "
Missouri,2000," 5,607,285 "
Montana,2000," 903,773 "
Nebraska,2000," 1,713,820 "
Nevada,2000," 2,018,741 "
New Hampshire,2000," 2,018,741 "
New Jersey,2000," 8,430,621 "
New Mexico,2000," 8,430,621 "
New York,2000," 19,001,780 "
North Carolina,2000," 8,081,614 "
North Dakota,2000," 642,023 "
Ohio,2000," 11,363,543 "
Oklahoma,2000," 3,454,365 "
Oregon,2000," 3,429,708 "
Pennsylvania,2000," 12,284,173 "
Rhode Island,2000," 1,050,268 "
South Carolina,2000," 4,024,223 "
South Dakota,2000," 755,844 "
Tennessee,2000," 5,703,719 "
Texas,2000," 20,944,499 "
District of Columbia,2000," 572,046 "
Utah,2000," 2,244,502 "
Vermont,2000," 609,618 "
Virginia,2000," 7,105,817 "
Washington,2000," 5,910,512 "
West Virginia,2000," 1,807,021 "
Wisconsin,2000," 5,373,999 "
Wyoming,2000," 494,300 "
Alaska,2001," 633,714 "
Alabama,2001," 4,467,634 "
Arkansas,2001," 2,691,571 "
Arizona,2001," 5,273,477 "
California,2001," 34,479,458 "
Colorado,2001," 4,425,687 "
Connecticut,2001," 3,432,835 "
Delaware,2001," 795,699 "
Florida,2001," 16,356,966 "
Georgia,2001," 8,377,038 "
Hawaii,2001," 1,225,948 "
Idaho,2001," 1,319,962 "
Illinois,2001," 12,488,445 "
Indiana,2001," 6,127,760 "
Iowa,2001," 2,931,997 "
Kansas,2001," 2,702,162 "
Kentucky,2001," 4,068,132 "
Louisiana,2001," 4,477,875 "
Maine,2001," 1,285,692 "
Maryland,2001," 5,374,691 "
Massachusetts,2001," 6,397,634 "
Michigan,2001," 9,991,120 "
Minnesota,2001," 4,982,796 "
Mississippi,2001," 2,852,994 "
Missouri,2001," 5,641,142 "
Montana,2001," 906,961 "
Nebraska,2001," 1,719,836 "
Nevada,2001," 2,098,399 "
New Hampshire,2001," 2,098,399 "
New Jersey,2001," 8,492,671 "
New Mexico,2001," 8,492,671 "
New York,2001," 19,082,838 "
North Carolina,2001," 8,210,122 "
North Dakota,2001," 639,062 "
Ohio,2001," 11,387,404 "
Oklahoma,2001," 3,467,100 "
Oregon,2001," 3,467,937 "
Pennsylvania,2001," 12,298,970 "
Rhode Island,2001," 1,057,142 "
South Carolina,2001," 4,064,995 "
South Dakota,2001," 757,972 "
Tennessee,2001," 5,750,789 "
Texas,2001," 21,319,622 "
District of Columbia,2001," 574,504 "
Utah,2001," 2,283,715 "
Vermont,2001," 612,223 "
Virginia,2001," 7,198,362 "
Washington,2001," 5,985,722 "
West Virginia,2001," 1,801,481 "
Wisconsin,2001," 5,406,835 "
Wyoming,2001," 494,657 "
Alaska,2002," 642,337 "
Alabama,2002," 4,480,089 "
Arkansas,2002," 2,705,927 "
Arizona,2002," 5,396,255 "
California,2002," 34,871,843 "
Colorado,2002," 4,490,406 "
Connecticut,2002," 3,458,749 "
Delaware,2002," 806,169 "
Florida,2002," 16,689,370 "
Georgia,2002," 8,508,256 "
Hawaii,2002," 1,239,613 "
Idaho,2002," 1,340,372 "
Illinois,2002," 12,525,556 "
Indiana,2002," 6,155,967 "
Iowa,2002," 2,934,234 "
Kansas,2002," 2,713,535 "
Kentucky,2002," 4,089,875 "
Louisiana,2002," 4,497,267 "
Maine,2002," 1,295,960 "
Maryland,2002," 5,440,389 "
Massachusetts,2002," 6,417,206 "
Michigan,2002," 10,015,710 "
Minnesota,2002," 5,018,935 "
Mississippi,2002," 2,858,681 "
Missouri,2002," 5,674,825 "
Montana,2002," 911,667 "
Nebraska,2002," 1,728,292 "
Nevada,2002," 2,173,791 "
New Hampshire,2002," 2,173,791 "
New Jersey,2002," 8,552,643 "
New Mexico,2002," 8,552,643 "
New York,2002," 19,137,800 "
North Carolina,2002," 8,326,201 "
North Dakota,2002," 638,168 "
Ohio,2002," 11,407,889 "
Oklahoma,2002," 3,489,080 "
Oregon,2002," 3,513,424 "
Pennsylvania,2002," 12,331,031 "
Rhode Island,2002," 1,065,995 "
South Carolina,2002," 4,107,795 "
South Dakota,2002," 760,020 "
Tennessee,2002," 5,795,918 "
Texas,2002," 21,690,325 "
District of Columbia,2002," 573,158 "
Utah,2002," 2,324,815 "
Vermont,2002," 615,442 "
Virginia,2002," 7,286,873 "
Washington,2002," 6,052,349 "
West Virginia,2002," 1,805,414 "
Wisconsin,2002," 5,445,162 "
Wyoming,2002," 500,017 "
Alaska,2003," 648,414 "
Alabama,2003," 4,503,491 "
Arkansas,2003," 2,724,816 "
Arizona,2003," 5,510,364 "
California,2003," 35,253,159 "
Colorado,2003," 4,528,732 "
Connecticut,2003," 3,484,336 "
Delaware,2003," 818,003 "
Florida,2003," 17,004,085 "
Georgia,2003," 8,622,793 "
Hawaii,2003," 1,251,154 "
Idaho,2003," 1,363,380 "
Illinois,2003," 12,556,006 "
Indiana,2003," 6,196,638 "
Iowa,2003," 2,941,999 "
Kansas,2003," 2,723,004 "
Kentucky,2003," 4,117,170 "
Louisiana,2003," 4,521,042 "
Maine,2003," 1,306,513 "
Maryland,2003," 5,496,269 "
Massachusetts,2003," 6,422,565 "
Michigan,2003," 10,041,152 "
Minnesota,2003," 5,053,572 "
Mississippi,2003," 2,868,312 "
Missouri,2003," 5,709,403 "
Montana,2003," 919,630 "
Nebraska,2003," 1,738,643 "
Nevada,2003," 2,248,850 "
New Hampshire,2003," 2,248,850 "
New Jersey,2003," 8,601,402 "
New Mexico,2003," 8,601,402 "
New York,2003," 19,175,939 "
North Carolina,2003," 8,422,501 "
North Dakota,2003," 638,817 "
Ohio,2003," 11,434,788 "
Oklahoma,2003," 3,504,892 "
Oregon,2003," 3,547,376 "
Pennsylvania,2003," 12,374,658 "
Rhode Island,2003," 1,071,342 "
South Carolina,2003," 4,150,297 "
South Dakota,2003," 763,729 "
Tennessee,2003," 5,847,812 "
Texas,2003," 22,030,931 "
District of Columbia,2003," 568,502 "
Utah,2003," 2,360,137 "
Vermont,2003," 617,858 "
Virginia,2003," 7,366,977 "
Washington,2003," 6,104,115 "
West Virginia,2003," 1,812,295 "
Wisconsin,2003," 5,479,203 "
Wyoming,2003," 503,453 "
Alaska,2004," 659,286 "
Alabama,2004," 4,530,729 "
Arkansas,2004," 2,749,686 "
Arizona,2004," 5,652,404 "
California,2004," 35,574,576 "
Colorado,2004," 4,575,013 "
Connecticut,2004," 3,496,094 "
Delaware,2004," 830,803 "
Florida,2004," 17,415,318 "
Georgia,2004," 8,769,252 "
Hawaii,2004," 1,273,569 "
Idaho,2004," 1,391,802 "
Illinois,2004," 12,589,773 "
Indiana,2004," 6,233,007 "
Iowa,2004," 2,953,635 "
Kansas,2004," 2,734,373 "
Kentucky,2004," 4,146,101 "
Louisiana,2004," 4,552,238 "
Maine,2004," 1,313,688 "
Maryland,2004," 5,546,935 "
Massachusetts,2004," 6,412,281 "
Michigan,2004," 10,055,315 "
Minnesota,2004," 5,087,713 "
Mississippi,2004," 2,889,010 "
Missouri,2004," 5,747,741 "
Montana,2004," 930,009 "
Nebraska,2004," 1,749,370 "
Nevada,2004," 2,346,222 "
New Hampshire,2004," 2,346,222 "
New Jersey,2004," 8,634,561 "
New Mexico,2004," 8,634,561 "
New York,2004," 19,171,567 "
North Carolina,2004," 8,553,152 "
North Dakota,2004," 644,705 "
Ohio,2004," 11,452,251 "
Oklahoma,2004," 3,525,233 "
Oregon,2004," 3,569,463 "
Pennsylvania,2004," 12,410,722 "
Rhode Island,2004," 1,074,579 "
South Carolina,2004," 4,210,921 "
South Dakota,2004," 770,396 "
Tennessee,2004," 5,910,809 "
Texas,2004," 22,394,023 "
District of Columbia,2004," 567,754 "
Utah,2004," 2,401,580 "
Vermont,2004," 619,920 "
Virginia,2004," 7,475,575 "
Washington,2004," 6,178,645 "
West Virginia,2004," 1,816,438 "
Wisconsin,2004," 5,514,026 "
Wyoming,2004," 509,106 "
Alaska,2005," 666,946 "
Alabama,2005," 4,569,805 "
Arkansas,2005," 2,781,097 "
Arizona,2005," 5,839,077 "
California,2005," 35,827,943 "
Colorado,2005," 4,631,888 "
Connecticut,2005," 3,506,956 "
Delaware,2005," 845,150 "
Florida,2005," 17,842,038 "
Georgia,2005," 8,925,922 "
Hawaii,2005," 1,292,729 "
Idaho,2005," 1,428,241 "
Illinois,2005," 12,609,903 "
Indiana,2005," 6,278,616 "
Iowa,2005," 2,964,454 "
Kansas,2005," 2,745,299 "
Kentucky,2005," 4,182,742 "
Louisiana,2005," 4,576,628 "
Maine,2005," 1,318,787 "
Maryland,2005," 5,592,379 "
Massachusetts,2005," 6,403,290 "
Michigan,2005," 10,051,137 "
Minnesota,2005," 5,119,598 "
Mississippi,2005," 2,905,943 "
Missouri,2005," 5,790,300 "
Montana,2005," 940,102 "
Nebraska,2005," 1,761,497 "
Nevada,2005," 2,432,143 "
New Hampshire,2005," 2,432,143 "
New Jersey,2005," 8,651,974 "
New Mexico,2005," 8,651,974 "
New York,2005," 19,132,610 "
North Carolina,2005," 8,705,407 "
North Dakota,2005," 646,089 "
Ohio,2005," 11,463,320 "
Oklahoma,2005," 3,548,597 "
Oregon,2005," 3,613,202 "
Pennsylvania,2005," 12,449,990 "
Rhode Island,2005," 1,067,916 "
South Carolina,2005," 4,270,150 "
South Dakota,2005," 775,493 "
Tennessee,2005," 5,991,057 "
Texas,2005," 22,778,123 "
District of Columbia,2005," 567,136 "
Utah,2005," 2,457,719 "
Vermont,2005," 621,215 "
Virginia,2005," 7,577,105 "
Washington,2005," 6,257,305 "
West Virginia,2005," 1,820,492 "
Wisconsin,2005," 5,546,166 "
Wyoming,2005," 514,157 "
Alaska,2006," 675,302 "
Alabama,2006," 4,628,981 "
Arkansas,2006," 2,821,761 "
Arizona,2006," 6,029,141 "
California,2006," 36,021,202 "
Colorado,2006," 4,720,423 "
Connecticut,2006," 3,517,460 "
Delaware,2006," 859,268 "
Florida,2006," 18,166,990 "
Georgia,2006," 9,155,813 "
Hawaii,2006," 1,309,731 "
Idaho,2006," 1,468,669 "
Illinois,2006," 12,643,955 "
Indiana,2006," 6,332,669 "
Iowa,2006," 2,982,644 "
Kansas,2006," 2,762,931 "
Kentucky,2006," 4,219,239 "
Louisiana,2006," 4,302,665 "
Maine,2006," 1,323,619 "
Maryland,2006," 5,627,367 "
Massachusetts,2006," 6,410,084 "
Michigan,2006," 10,036,081 "
Minnesota,2006," 5,163,555 "
Mississippi,2006," 2,904,978 "
Missouri,2006," 5,842,704 "
Montana,2006," 952,692 "
Nebraska,2006," 1,772,693 "
Nevada,2006," 2,522,658 "
New Hampshire,2006," 2,522,658 "
New Jersey,2006," 8,661,679 "
New Mexico,2006," 8,661,679 "
New York,2006," 19,104,631 "
North Carolina,2006," 8,917,270 "
North Dakota,2006," 649,422 "
Ohio,2006," 11,481,213 "
Oklahoma,2006," 3,594,090 "
Oregon,2006," 3,670,883 "
Pennsylvania,2006," 12,510,809 "
Rhode Island,2006," 1,063,096 "
South Carolina,2006," 4,357,847 "
South Dakota,2006," 783,033 "
Tennessee,2006," 6,088,766 "
Texas,2006," 23,359,580 "
District of Columbia,2006," 570,681 "
Utah,2006," 2,525,507 "
Vermont,2006," 622,892 "
Virginia,2006," 7,673,725 "
Washington,2006," 6,370,753 "
West Virginia,2006," 1,827,912 "
Wisconsin,2006," 5,577,655 "
Wyoming,2006," 522,667 "
Alaska,2007," 680,300 "
Alabama,2007," 4,672,840 "
Arkansas,2007," 2,848,650 "
Arizona,2007," 6,167,681 "
California,2007," 36,250,311 "
Colorado,2007," 4,803,868 "
Connecticut,2007," 3,527,270 "
Delaware,2007," 871,749 "
Florida,2007," 18,367,842 "
Georgia,2007," 9,349,988 "
Hawaii,2007," 1,315,675 "
Idaho,2007," 1,505,105 "
Illinois,2007," 12,695,866 "
Indiana,2007," 6,379,599 "
Iowa,2007," 2,999,212 "
Kansas,2007," 2,783,785 "
Kentucky,2007," 4,256,672 "
Louisiana,2007," 4,375,581 "
Maine,2007," 1,327,040 "
Maryland,2007," 5,653,408 "
Massachusetts,2007," 6,431,559 "
Michigan,2007," 10,001,284 "
Minnesota,2007," 5,207,203 "
Mississippi,2007," 2,928,350 "
Missouri,2007," 5,887,612 "
Montana,2007," 964,706 "
Nebraska,2007," 1,783,440 "
Nevada,2007," 2,601,072 "
New Hampshire,2007," 2,601,072 "
New Jersey,2007," 8,677,885 "
New Mexico,2007," 8,677,885 "
New York,2007," 19,132,335 "
North Carolina,2007," 9,118,037 "
North Dakota,2007," 652,822 "
Ohio,2007," 11,500,468 "
Oklahoma,2007," 3,634,349 "
Oregon,2007," 3,722,417 "
Pennsylvania,2007," 12,563,937 "
Rhode Island,2007," 1,057,315 "
South Carolina,2007," 4,444,110 "
South Dakota,2007," 791,623 "
Tennessee,2007," 6,175,727 "
Texas,2007," 23,831,983 "
District of Columbia,2007," 574,404 "
Utah,2007," 2,597,746 "
Vermont,2007," 623,481 "
Virginia,2007," 7,751,000 "
Washington,2007," 6,461,587 "
West Virginia,2007," 1,834,052 "
Wisconsin,2007," 5,610,775 "
Wyoming,2007," 534,876 "
Alaska,2008," 687,455 "
Alabama,2008," 4,718,206 "
Arkansas,2008," 2,874,554 "
Arizona,2008," 6,280,362 "
California,2008," 36,604,337 "
Colorado,2008," 4,889,730 "
Connecticut,2008," 3,545,579 "
Delaware,2008," 883,874 "
Florida,2008," 18,527,305 "
Georgia,2008," 9,504,843 "
Hawaii,2008," 1,332,213 "
Idaho,2008," 1,534,320 "
Illinois,2008," 12,747,038 "
Indiana,2008," 6,424,806 "
Iowa,2008," 3,016,734 "
Kansas,2008," 2,808,076 "
Kentucky,2008," 4,289,878 "
Louisiana,2008," 4,435,586 "
Maine,2008," 1,330,509 "
Maryland,2008," 5,684,965 "
Massachusetts,2008," 6,468,967 "
Michigan,2008," 9,946,889 "
Minnesota,2008," 5,247,018 "
Mississippi,2008," 2,947,806 "
Missouri,2008," 5,923,916 "
Montana,2008," 976,415 "
Nebraska,2008," 1,796,378 "
Nevada,2008," 2,653,630 "
New Hampshire,2008," 2,653,630 "
New Jersey,2008," 8,711,090 "
New Mexico,2008," 8,711,090 "
New York,2008," 19,212,436 "
North Carolina,2008," 9,309,449 "
North Dakota,2008," 657,569 "
Ohio,2008," 11,515,391 "
Oklahoma,2008," 3,668,976 "
Oregon,2008," 3,768,748 "
Pennsylvania,2008," 12,612,285 "
Rhode Island,2008," 1,055,003 "
South Carolina,2008," 4,528,996 "
South Dakota,2008," 799,124 "
Tennessee,2008," 6,247,411 "
Texas,2008," 24,309,039 "
District of Columbia,2008," 580,236 "
Utah,2008," 2,663,029 "
Vermont,2008," 624,151 "
Virginia,2008," 7,833,496 "
Washington,2008," 6,562,231 "
West Virginia,2008," 1,840,310 "
Wisconsin,2008," 5,640,996 "
Wyoming,2008," 546,043 "
Alaska,2009," 698,895 "
Alabama,2009," 4,757,938 "
Arkansas,2009," 2,896,843 "
Arizona,2009," 6,343,154 "
California,2009," 36,961,229 "
Colorado,2009," 4,972,195 "
Connecticut,2009," 3,561,807 "
Delaware,2009," 891,730 "
Florida,2009," 18,652,644 "
Georgia,2009," 9,620,846 "
Hawaii,2009," 1,346,717 "
Idaho,2009," 1,554,439 "
Illinois,2009," 12,796,778 "
Indiana,2009," 6,459,325 "
Iowa,2009," 3,032,870 "
Kansas,2009," 2,832,704 "
Kentucky,2009," 4,317,074 "
Louisiana,2009," 4,491,648 "
Maine,2009," 1,329,590 "
Maryland,2009," 5,730,388 "
Massachusetts,2009," 6,517,613 "
Michigan,2009," 9,901,591 "
Minnesota,2009," 5,281,203 "
Mississippi,2009," 2,958,774 "
Missouri,2009," 5,961,088 "
Montana,2009," 983,982 "
Nebraska,2009," 1,812,683 "
Nevada,2009," 2,684,665 "
New Hampshire,2009," 2,684,665 "
New Jersey,2009," 8,755,602 "
New Mexico,2009," 8,755,602 "
New York,2009," 19,307,066 "
North Carolina,2009," 9,449,566 "
North Dakota,2009," 664,968 "
Ohio,2009," 11,528,896 "
Oklahoma,2009," 3,717,572 "
Oregon,2009," 3,808,600 "
Pennsylvania,2009," 12,666,858 "
Rhode Island,2009," 1,053,646 "
South Carolina,2009," 4,589,872 "
South Dakota,2009," 807,067 "
Tennessee,2009," 6,306,019 "
Texas,2009," 24,801,761 "
District of Columbia,2009," 592,228 "
Utah,2009," 2,723,421 "
Vermont,2009," 624,817 "
Virginia,2009," 7,925,937 "
Washington,2009," 6,667,426 "
West Virginia,2009," 1,847,775 "
Wisconsin,2009," 5,669,264 "
Wyoming,2009," 559,851 "
Alaska,2010," 714,015 "
Alabama,2010," 4,785,579 "
Arkansas,2010," 2,921,737 "
Arizona,2010," 6,407,002 "
California,2010," 37,327,690 "
Colorado,2010," 5,048,029 "
Connecticut,2010," 3,580,171 "
Delaware,2010," 899,712 "
Florida,2010," 18,846,461 "
Georgia,2010," 9,712,696 "
Hawaii,2010," 1,363,817 "
Idaho,2010," 1,570,912 "
Illinois,2010," 12,841,196 "
Indiana,2010," 6,490,029 "
Iowa,2010," 3,050,223 "
Kansas,2010," 2,858,403 "
Kentucky,2010," 4,347,948 "
Louisiana,2010," 4,544,871 "
Maine,2010," 1,327,568 "
Maryland,2010," 5,788,099 "
Massachusetts,2010," 6,564,943 "
Michigan,2010," 9,876,731 "
Minnesota,2010," 5,310,711 "
Mississippi,2010," 2,970,437 "
Missouri,2010," 5,995,681 "
Montana,2010," 990,507 "
Nebraska,2010," 1,829,956 "
Nevada,2010," 2,702,797 "
New Hampshire,2010," 2,702,797 "
New Jersey,2010," 8,803,708 "
New Mexico,2010," 8,803,708 "
New York,2010," 19,405,185 "
North Carolina,2010," 9,574,247 "
North Dakota,2010," 674,518 "
Ohio,2010," 11,539,282 "
Oklahoma,2010," 3,759,529 "
Oregon,2010," 3,837,073 "
Pennsylvania,2010," 12,711,063 "
Rhode Island,2010," 1,053,169 "
South Carolina,2010," 4,635,834 "
South Dakota,2010," 816,227 "
Tennessee,2010," 6,355,882 "
Texas,2010," 25,241,648 "
District of Columbia,2010," 605,040 "
Utah,2010," 2,775,260 "
Vermont,2010," 625,842 "
Virginia,2010," 8,025,206 "
Washington,2010," 6,741,386 "
West Virginia,2010," 1,854,315 "
Wisconsin,2010," 5,690,403 "
Wyoming,2010," 564,376 "
Alaska,2011," 722,259 "
Alabama,2011," 4,798,649 "
Arkansas,2011," 2,938,640 "
Arizona,2011," 6,465,488 "
California,2011," 37,672,654 "
Colorado,2011," 5,116,411 "
Connecticut,2011," 3,591,927 "
Delaware,2011," 907,884 "
Florida,2011," 19,097,369 "
Georgia,2011," 9,810,595 "
Hawaii,2011," 1,378,323 "
Idaho,2011," 1,583,180 "
Illinois,2011," 12,862,298 "
Indiana,2011," 6,515,358 "
Iowa,2011," 3,063,690 "
Kansas,2011," 2,868,756 "
Kentucky,2011," 4,368,505 "
Louisiana,2011," 4,574,388 "
Maine,2011," 1,327,968 "
Maryland,2011," 5,843,115 "
Massachusetts,2011," 6,612,178 "
Michigan,2011," 9,876,199 "
Minnesota,2011," 5,345,967 "
Mississippi,2011," 2,977,452 "
Missouri,2011," 6,010,280 "
Montana,2011," 996,866 "
Nebraska,2011," 1,841,641 "
Nevada,2011," 2,718,170 "
New Hampshire,2011," 2,718,170 "
New Jersey,2011," 8,844,694 "
New Mexico,2011," 8,844,694 "
New York,2011," 19,526,372 "
North Carolina,2011," 9,662,940 "
North Dakota,2011," 684,830 "
Ohio,2011," 11,543,332 "
Oklahoma,2011," 3,785,232 "
Oregon,2011," 3,865,845 "
Pennsylvania,2011," 12,742,811 "
Rhode Island,2011," 1,052,154 "
South Carolina,2011," 4,672,744 "
South Dakota,2011," 823,338 "
Tennessee,2011," 6,396,281 "
Texas,2011," 25,644,424 "
District of Columbia,2011," 620,336 "
Utah,2011," 2,815,430 "
Vermont,2011," 626,210 "
Virginia,2011," 8,107,548 "
Washington,2011," 6,819,155 "
West Virginia,2011," 1,854,891 "
Wisconsin,2011," 5,705,812 "
Wyoming,2011," 567,602 "
Alaska,2012," 730,825 "
Alabama,2012," 4,813,946 "
Arkansas,2012," 2,949,208 "
Arizona,2012," 6,544,211 "
California,2012," 38,019,006 "
Colorado,2012," 5,186,330 "
Connecticut,2012," 3,597,705 "
Delaware,2012," 916,868 "
Florida,2012," 19,341,327 "
Georgia,2012," 9,911,171 "
Hawaii,2012," 1,392,772 "
Idaho,2012," 1,594,673 "
Illinois,2012," 12,878,494 "
Indiana,2012," 6,535,665 "
Iowa,2012," 3,074,386 "
Kansas,2012," 2,885,316 "
Kentucky,2012," 4,383,673 "
Louisiana,2012," 4,602,681 "
Maine,2012," 1,328,101 "
Maryland,2012," 5,891,680 "
Massachusetts,2012," 6,659,627 "
Michigan,2012," 9,886,610 "
Minnesota,2012," 5,377,695 "
Mississippi,2012," 2,982,963 "
Missouri,2012," 6,023,267 "
Montana,2012," 1,003,522 "
Nebraska,2012," 1,854,862 "
Nevada,2012," 2,752,410 "
New Hampshire,2012," 2,752,410 "
New Jersey,2012," 8,882,095 "
New Mexico,2012," 8,882,095 "
New York,2012," 19,625,409 "
North Carolina,2012," 9,755,299 "
North Dakota,2012," 701,380 "
Ohio,2012," 11,546,969 "
Oklahoma,2012," 3,815,298 "
Oregon,2012," 3,893,920 "
Pennsylvania,2012," 12,768,034 "
Rhode Island,2012," 1,052,761 "
South Carolina,2012," 4,719,009 "
South Dakota,2012," 832,576 "
Tennessee,2012," 6,450,632 "
Texas,2012," 26,078,327 "
District of Columbia,2012," 635,630 "
Utah,2012," 2,854,222 "
Vermont,2012," 625,606 "
Virginia,2012," 8,188,656 "
Washington,2012," 6,890,899 "
West Virginia,2012," 1,855,360 "
Wisconsin,2012," 5,721,075 "
Wyoming,2012," 576,608 "
Alaska,2013," 736,760 "
Alabama,2013," 4,827,660 "
Arkansas,2013," 2,956,780 "
Arizona,2013," 6,616,124 "
California,2013," 38,347,383 "
Colorado,2013," 5,262,556 "
Connecticut,2013," 3,602,470 "
Delaware,2013," 925,114 "
Florida,2013," 19,584,927 "
Georgia,2013," 9,981,773 "
Hawaii,2013," 1,408,038 "
Idaho,2013," 1,610,187 "
Illinois,2013," 12,890,403 "
Indiana,2013," 6,567,484 "
Iowa,2013," 3,089,876 "
Kansas,2013," 2,892,900 "
Kentucky,2013," 4,399,121 "
Louisiana,2013," 4,626,795 "
Maine,2013," 1,327,975 "
Maryland,2013," 5,932,654 "
Massachusetts,2013," 6,711,138 "
Michigan,2013," 9,899,219 "
Minnesota,2013," 5,416,074 "
Mississippi,2013," 2,987,721 "
Missouri,2013," 6,041,142 "
Montana,2013," 1,011,921 "
Nebraska,2013," 1,867,414 "
Nevada,2013," 2,786,547 "
New Hampshire,2013," 2,786,547 "
New Jersey,2013," 8,913,735 "
New Mexico,2013," 8,913,735 "
New York,2013," 19,712,514 "
North Carolina,2013," 9,849,812 "
North Dakota,2013," 722,908 "
Ohio,2013," 11,567,845 "
Oklahoma,2013," 3,849,840 "
Oregon,2013," 3,919,664 "
Pennsylvania,2013," 12,778,450 "
Rhode Island,2013," 1,052,784 "
South Carolina,2013," 4,765,862 "
South Dakota,2013," 842,513 "
Tennessee,2013," 6,490,795 "
Texas,2013," 26,479,279 "
District of Columbia,2013," 650,114 "
Utah,2013," 2,899,961 "
Vermont,2013," 626,044 "
Virginia,2013," 8,261,689 "
Washington,2013," 6,963,410 "
West Virginia,2013," 1,852,333 "
Wisconsin,2013," 5,736,673 "
Wyoming,2013," 582,341 "
Alaska,2014," 736,759 "
Alabama,2014," 4,840,037 "
Arkansas,2014," 2,964,800 "
Arizona,2014," 6,706,435 "
California,2014," 38,701,278 "
Colorado,2014," 5,342,311 "
Connecticut,2014," 3,600,188 "
Delaware,2014," 934,805 "
Florida,2014," 19,897,747 "
Georgia,2014," 10,083,850 "
Hawaii,2014," 1,417,710 "
Idaho,2014," 1,630,391 "
Illinois,2014," 12,882,438 "
Indiana,2014," 6,593,182 "
Iowa,2014," 3,105,563 "
Kansas,2014," 2,899,553 "
Kentucky,2014," 4,410,415 "
Louisiana,2014," 4,648,797 "
Maine,2014," 1,328,903 "
Maryland,2014," 5,970,245 "
Massachusetts,2014," 6,757,925 "
Michigan,2014," 9,914,675 "
Minnesota,2014," 5,452,649 "
Mississippi,2014," 2,988,578 "
Missouri,2014," 6,058,014 "
Montana,2014," 1,019,931 "
Nebraska,2014," 1,880,920 "
Nevada,2014," 2,831,730 "
